zpid , street , zipcode , city , state , latitude , longitude , price , bedrooms , bathrooms , finishedSqFt , lotSizeSqFt , yearBuilt , yearUpdated , numFloors , view , parkingType , heatingSources , heatingSystem , rooms , neighborhood , schoolDistrict , homeDescription 
40001520,11 Maclennon Pl,7023,FANWOOD,NJ,40.639466,-74.380139,NA,4,2,2400,13600,1850,NA,2,NA,"Garage - Detached, Off-street",NA,NA,"Dining room, Walk-in closet",NA,NA,NA
40001523,6 Beech Ave,7023,FANWOOD,NJ,40.640331,-74.379753,NA,4,2,1469,11308,1950,2016,2,NA,Garage - Attached,NA,NA,NA,NA,NA,"Welcome home to this beautifully remodeled & expanded cape.  This house features a gourmet designer kitchen w/granite countertops, custom cabinets and backsplash, stainless steel appliances, with a beautiful breakfast bar. The kitchen opens to a bright and airy living room and dining room area. 4 spacious bedrooms, gorgeous spa-like upgraded baths, and a large finished basement complete the rest of the home. Spend your summers lounging and entertaining by your fabulous in-ground pool! You won't be disappointed-- Come and see for yourself"
40001528,35 Laurel Pl,7023,FANWOOD,NJ,40.643176,-74.377932,NA,3,2,2100,10078,1959,NA,2,NA,"Garage - Attached, Off-street",Gas,Baseboard,"Breakfast nook, Dining room, Laundry room, Pantry, Workshop, Family room, Recreation room, Walk-in closet",NA,Scotch Plains-Fanwood,NA
40001529,33 Laurel Pl,7023,FANWOOD,NJ,40.642999,-74.378178,NA,3,2.5,1914,8855,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entertaining ? Split Level with great floor plan for entertaining. Dining Room and Kitchen leading to deck over looking large fenced yard. Great room with brick fireplace and built ins. Attractive living room with vaulted ceiling. Beautiful hard wood floors. 2.5 Baths including bedroom suite with bathroom and each bedroom has more then ample closet space. Built in garage with entry into house. Vinyl siding & central a/c. Commuters will appreciate the convenience and wonderful street with comparable lovely homes.
40001530,27 Laurel Pl,7023,FANWOOD,NJ,40.642882,-74.378326,NA,3,2,1452,7185,1947,NA,2,None,Garage - Attached,NA,NA,NA,NA,NA,NA
40001531,23 Laurel Pl,7023,FANWOOD,NJ,41.16108,-74.776126,NA,3,2,1329,8276,1948,NA,2,NA,Garage - Attached,NA,NA,"Dining room, Family room, Sun room",NA,NA,"Warm and inviting, move-in ready Colonial with loads charm. Gleaming HWF thruout, first floor Family RM w/ high ceiling, wood beams and built-in book shelves. Formal DR w/chair rail. Updated Kitchen boasts Corian counters, breakfast bar, S/S appliances, pendant lighting. Enjoy yourselves in this delightful sun room with skylights, Anderson windows overlooking the beautifully landscaped rear yard and English garden. Add'l Updates include: CAC, furn, windows, siding, garage door, roof. Close to NYC transportation, Downtown Fanwood, La Grande and Brookside Parks.  TOP SCHOOLS W/FULL DAY KINDERGARTEN.This is a wonderful home!"
40001535,353 La Grande Ave,7023,FANWOOD,NJ,40.642217,-74.379024,NA,3,1,1400,6395,1949,NA,1,NA,Garage - Attached,NA,NA,NA,NA,NA,NA
40001536,351 La Grande Ave,7023,FANWOOD,NJ,40.642104,-74.379169,NA,3,1,1018,6384,1946,NA,NA,NA,Garage - Attached,NA,NA,NA,NA,NA,"Charming split level home. Pine wood floors throughout. Bright and open kitchen with breakfast bar. Spacious living room with gas fireplace. Deck with hot tub overlooks private landscaped backyard.  Close to NYC transportation and bus, as well as downtown area."
40001538,345 La Grande Ave,7023,FANWOOD,NJ,40.641884,-74.379453,NA,3,1,1380,5814,1945,NA,NA,NA,Garage - Attached,NA,NA,"Dining room, Family room",NA,NA,NA
40001539,343 La Grande Ave,7023,FANWOOD,NJ,40.641768,-74.379579,NA,3,2,1134,5419,1956,NA,1,NA,Garage - Detached,NA,NA,"Office, Laundry room, Dining room",NA,NA,Sparkling cape just steps away from NYC train or bus. Walk to Fanwood's award winning emerging downtown and shopping. Ready to move in and start living in the Fanwood community!
40001543,289 La Grande Ave,7023,FANWOOD,NJ,40.640397,-74.381168,NA,2,2,1152,5568,1948,NA,NA,NA,NA,NA,NA,"Office, Dining room",NA,NA,"Fabulous location, 1 block to town. HWF, central air, finished basement w/full bath. McGinn elementary. Couple of blocks to Fanwood train station & La Grande Park. ""As is"", needs some work. Attic with pull down stairs. Main bath on 2nd floor with the two bedrooms. eat in kitchen with access to deck/yard."
40001557,40 Laurel Pl,7023,FANWOOD,NJ,40.643086,-74.377338,NA,3,1.5,1454,6188,1948,NA,NA,NA,NA,NA,NA,NA,NA,Scotch Plains Fanwood School District,Warm and Inviting 3 bedroom Colonial. LR with hardwood floor and woodburning fireplace opens to the FDR. First floor FR with built-ins. Eat-in kitchen with door to beautiful deck and hot tub.
40001559,48 Laurel Pl,7023,FANWOOD,NJ,40.64336,-74.377071,NA,4,2,1768,8712,1945,NA,2,NA,Garage - Attached,Gas,Forced air,"Dining room, Family room",NA,NA,"Call Faith Maricic at 908-347-3483 for a private showing. Please be sure to click the box next to Faith Maricic's name before sending any messages through ""Contact Agent"" on Zillow. Beautiful Colonial located .6 miles to the Fanwood Train Station. 2010 addition which includes: 20 x 17 Family Room with a vaulted ceiling and Palladian window and sliders to a paver patio, a 1st floor Bedroom and Full Bath. Beautiful hardwood floors. New 220 volt electrical panel 2016. professionally waterproofed 2016 with lifetime warranty. Beautiful fenced yard.Paver patio."
40001561,428 South Ave,7023,FANWOOD,NJ,40.643628,-74.376483,NA,4,1,1342,3198,1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gorgeous Cape Cod With 4 BR's, 1 BA, Updated EIK, LR, Dining Room/Den Addition, Finished Basement With Rec Room.  Gorgeous Hardwood Floors, Bright and Airy Rooms, Beautifully Manicured Landscape.  Once You See This Lovely House You Will Want To Make It Your Home!!  Enjoy The Serenity Of The Side And Back Yards."
40001567,103 Beech Ave,7023,FANWOOD,NJ,40.642804,-74.377077,NA,NA,NA,1313,6115,1960,NA,2,NA,Garage - Attached,NA,NA,NA,NA,NA,NA
40001572,405 South Ave,7023,FANWOOD,NJ,40.643806,-74.377726,NA,3,2,NA,7303,NA,NA,2,NA,Off-street,NA,NA,NA,NA,NA,NA
40001578,58 Locust Ave,7023,FANWOOD,NJ,40.644482,-74.376148,NA,4,2,1800,7500,1965,2017,2,None,Garage - Attached,Gas,"Forced air, Stove","Breakfast nook, Dining room, Family room, Laundry room, Mud room, Pantry, Recreation room, Workshop",NA,Scotch Plains Fanwood School District,"Spacious home on a quiet street. Renovated 2005 and 2009. Kitchen and master Br additions, new windows, siding, roof, both full baths, deck, doors, and paver walkway. Updated kitchen done in 2014. Newly installed CAC unit and furnace, HWH and water conditioner in 2015. Finished basement renovation done in 2017. Close to NYC Train and 113 bus stops."
40001580,62 Locust Ave,7023,FANWOOD,NJ,40.644551,-74.375562,NA,3,2,1800,12387,1959,2000,2,NA,NA,NA,NA,NA,NA,NA,NA
40001583,441 South Ave,7023,FANWOOD,NJ,40.644232,-74.376036,NA,3,1.5,1828,9999,1932,2008,1,NA,"Garage - Detached, On-street",Gas,"Baseboard, Other","Breakfast nook, Dining room, Family room, Laundry room, Recreation room, Walk-in closet",NA,NA,"This property has a beautiful huge renovated kitchen with granite counter tops, great hardwood floors, updated bathroom,3 zoned heating and a SUPERSIZED garage that can fit 4 cars  with bonus room that can be used for studio/gym/storage.  Extra long driveway that can fit up to 6 cars.   Huge double fenced lot w/patio area and yard for easy entertaining. Has newer roof, furnace, windows and hot water heater!   Main bath has double sink w/quartz top,heated towl rack,skylight,soaker tub and separate standup shower---plus half bath .   Master bedroom has huge walkin closet with hard wood floors, 2 woodburning fireplace (living room and basement).  Need more room?  look no further full finished basement with fireplace(needs liner to be woodburning ), tile floor and separate laundry room-enough room to add extra bath if needed, sump-pump,"
40001584,437 South Ave,7023,FANWOOD,NJ,40.64414,-74.376286,NA,2,2,1056,4948,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Own a home vs. townhouse, Move in Cond, Large 2 BR's, 2 BA, Great Interior Flow, CAC, Fam. Rm w/ bar perfect for entertaining. Newer Kitchen, Baths. New paver front steps &amp; patio. 2nd bath in bsmt"
40001585,433 South Ave,7023,FANWOOD,NJ,40.644081,-74.376456,NA,4,2,924,5049,1964,NA,2,NA,Garage - Attached,NA,NA,Family room,NA,NA,NA
40001587,421 South Ave,7023,FANWOOD,NJ,40.643956,-74.376847,NA,3,2,1372,7931,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turnkey home. 2 full updated baths. 3 season Florida room. Deck in back. Brand new water heater 2011. Hardwood floors. Finished basement. New kitchen appliances, newer roof. Newer windows 2004. Updated electric. Storage in basement."
40001590,116 Beech Ave,7023,FANWOOD,NJ,40.642852,-74.376359,NA,4,2,NA,8585,NA,NA,2,NA,Garage - Attached,Gas,Forced air,"Dining room, Family room, Laundry room, Recreation room, Walk-in closet",NA,Scotch Plains Fanwood School District,"Beautifully updated 4 bedroom home located on a quiet street in a highly desirable neighborhood.  Meticulously maintained and MOVE-IN READY!!!  Walking distance to downtown Fanwood, including shopping, dining, the Fanwood Train Station and other public transportation.  Close proximity to surrounding hot spots, such as Downtown Westfield. This home features an open concept with beautiful hardwood floors throughout highlighting natural brightness.  The kitchen boasts stainless steel appliances, granite countertops, solid cherry cabinets, and accent pendant lighting.  All bathrooms have been recently updated, along with top of the line Grohe fixtures. Extra amenities include Aqua Cera Whole-House Water Filtration System, new GAF Timberline roof,  E-Z Breathe Ventilation System, french drains, Andersen windows, and a fenced-in yard.  Basement can easily be finished. This home is perfect for raising a family! Contact Matt Ceccarelli at 732-239-3285."
40001591,122 Beech Ave,7023,FANWOOD,NJ,40.643031,-74.376174,NA,4,3,2096,9042,1952,NA,3,NA,Garage - Attached,NA,NA,NA,NA,NA,NA
40001601,464 South Ave,7023,FANWOOD,NJ,40.644577,-74.374293,NA,5,2.5,NA,8850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Priced to sell fast. Spacious 5 bedroom split on large lot. Features: large master bedrrom with full bath on 3rd level. Newer kitchen, windows and shed. Mother/daughter possibilities. Large family room. Loads of potential."
40001603,477 La Grande Ave,7023,FANWOOD,NJ,40.644826,-74.373621,NA,4,2,3200,15972,1958,NA,2,NA,Garage - Attached,Gas,Forced air,"Dining room, Family room, Laundry room, Office",NA,NA,"A must-see - expanded updated chic home! Private backyard with pool (new liner&heater) and new deck with retractable awning feel like your personal resort.Step inside to Family Room, w/gas fireplace,Cherry built-in shelving,surround sound+ambiance lighting above moldings on vaulted ceiling. HW floors thru-out.Formal Living room features an oversized wood burning fireplace. Inviting kitchen w SS/appl, lots of counter space, tile floor, breakfast bar. MBR addition w/ huge walk-in closet w/ vanity dressing area. Main Bath has limestone multi-head shower and Jacuzzi bathtub. 3 large bedrooms w/ oversized closets. Upstairs Full Bath w/tub and skylight. Basement den with fireplace. Oversized 2 car Garage has storage shelves in back, plus pull-down storage 20x11 w/cedar flooring.Newer windows"
40001608,467 La Grande Ave,7023,FANWOOD,NJ,40.643944,-74.374501,NA,NA,NA,NA,11100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Come see for yourself this move in condition home. Located is a very desirable location. Upgrades already done for you are vinyl siding and windows. Hardwood floors under carpet, central air and all this at a very affordable price!"
40001609,465 La Grande Ave,7023,FANWOOD,NJ,40.64377,-74.374692,NA,5,2.5,NA,11550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonderful neighborhood. Great home for large family. Updated kitchen open to family room addition. New windows. Minutes to Fanwood and Westfield train. Large well manicured yard.
40001610,459 La Grande Ave,7023,FANWOOD,NJ,40.643592,-74.374837,NA,3,3,1400,10278,1960,NA,1,None,Garage - Detached,Gas,Baseboard,"Dining room, Master bath, Office, Workshop",NA,NA,NA
40001613,441 La Grande Ave,7023,FANWOOD,NJ,40.643192,-74.375311,NA,3,2,1700,10575,1961,NA,2,NA,Garage - Attached,Gas,"Baseboard, Radiant",Dining room,NA,NA,"Don't miss out on this lovely Split Level conveniently located on a tree lined street - 3BR - 1 1/2 Baths less than a mile to the train and McGinn Elementary School with full day kindergarten!  Move in and enjoy the summer nights in the private spacious back yard oasis with two cozy patios enclosed with a white picket fence.  Hardwood floors on the 1st & 2nd level -  wood burning fireplace in living room!  Updated interior doors, front steps & landing, Belgian blocked driveway, bath, CAC installed '08, Garage Door '13, and 200 Amp electric '14.  Rainbow swing set is included."
40001618,8 Cray Ter,7023,FANWOOD,NJ,40.632371,-74.387089,NA,5,2,1900,6098,2011,NA,2,NA,NA,Gas,Forced air,"Dining room, Family room",NA,NA,"Rebuilt in 2011, this adorable, move-in condition home nestled into the highly desirable quiet tree lined La Grande Park neighborhood, offers all the amenities of a new home. It's quite deceiving! Sparkling HWF, terrific open floor plan, Anderson windows, rec. lighting are many of the homes modern features. The lovely Kitchen offers beautiful granite counter tops, breakfast bar w/ pendant lights, glass subway tile back splash, under cabinet lighting, rec. lights, slow closing drawers and SS appls. Two spacious 1st floor bedrooms are great for either guest RM, au pair or a den/office. 2nd floor has 3 spacious bedrooms and a full bath w/double vanity. The full finished bsmt family room is a bonus w/area for an office or home gym. Fenced in yard with a paver patio and shed. Walk to town, train, schools and more!"
40001621,563 Terrill Rd,7023,FANWOOD,NJ,40.632085,-74.386736,NA,3,1.5,NA,5702,1946,NA,2,NA,Garage - Detached,Gas,NA,Dining room,NA,NA,"Amazing 3 bed/1.5 bath Colonial in beautiful Fanwood is awaiting its new owners! This home boasts hardwood floors , NEW- windows/doors, roof, HWH, water softener, CAC, Furnace, alarm system.  Nothing to do here except move right in! A must see!"
40001622,13 Chetwood Ter,7023,FANWOOD,NJ,40.632312,-74.386651,NA,3,1,1,5662,1930,NA,NA,NA,Garage - Detached,Gas,NA,Dining room,NA,NA,NA
40001624,33 Chetwood Ter,7023,FANWOOD,NJ,40.632824,-74.386151,NA,4,3,1184,7840,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charming Home in Top Location! This 4 BR, 3 BA home has a Great open floor plan w/ HWF, crown molding, kitchen/family RM add. w/ rec. lights, granite breakfast bar, eat-in area adjoins the family RM. LR has wood burn. FP with  built-ins. 1st floor laundry room and pantry. Large 2nd fl Master BR addition with Anderson windows, wall-to-wall closets, master bath with whirlpool tub and shower. Fantastic Fin. basement rec. room with full bath.  Updates: windows, siding, roof, HWH, furnace, baths and more. close to Lagrande Park, NYC train, schools and FULL DAY Kindergarten."
40001627,47 Chetwood Ter,7023,FANWOOD,NJ,40.633282,-74.385704,NA,3,2,1800,7701,1954,NA,1,NA,Garage - Attached,NA,NA,NA,NA,NA,"Completely renovated ranch boasts 3 bdrms, 3 full bths, full finished bsmnt, gorgeous eat in kitchen, fabulous hrdwd floors, beautiful formal diningroom with elegant wainscoting & fp in livingroom. What else could you want? How about all new landscaping, paver patio, siding AND located near train, highways & shopping in a top rated school district? Do not pass up this gem!!"
40001629,57 Chetwood Ter,7023,FANWOOD,NJ,40.633534,-74.385442,NA,4,1.5,NA,7659,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Within l mile to NY transportation is this 3 br cape with l.5 baths, enclosed porch , LR with fireplace, DR, Office, full basement, l car garage needs TLC. $279,000"
40001633,40 Cray Ter,7023,FANWOOD,NJ,40.633136,-74.38634,NA,3,1.5,1183,7840,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Great 3bed/1.1bath Ranch in a fantastic neighborhood w/many recent updates. Home features open floor plan, SS appliances, renovated bathrooms, crown molding, HWF, recessed lights and wainscoting. Private backyard with patio, deck and above ground pool. Bsmt is partially finished with a den, bar area and walk-in closet.  Unfinished area of bsmt is 24x21 and consists of laundry, utility, workshop and exercise areas.  This home has lots of storage including an over-sized pantry and lots of closets.  It is close to mass transit, schools, restaurants, shops, parks and more."
40001635,26 Cray Ter,7023,FANWOOD,NJ,40.632845,-74.386626,NA,4,2,832,6098,1950,2005,2,NA,Off-street,Gas,Radiant,"Family room, Laundry room, Recreation room",NA,NA,Really Wonderful Neighborhood...Short Walk To Everything! Open Floor Plan....Short Sale
40001636,22 Cray Ter,7023,FANWOOD,NJ,40.632726,-74.386741,NA,4,2,1147,6098,1951,NA,2,NA,Garage - Attached,Gas,Baseboard,"Family room, Office, Recreation room",NA,NA,"Cape cod home with many updates in a lovely neighborhood close to trains, buses, schools and parks. "
40001647,37 Kempshall Ter,7023,FANWOOD,NJ,40.632539,-74.385213,NA,3,1.5,1500,6599,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40001659,30 Chetwood Ter,7023,FANWOOD,NJ,40.632534,-74.385713,NA,3,1.5,1398,5662,1938,NA,NA,NA,NA,Gas,NA,NA,NA,NA,"Welcome to this immaculate, Move-In Ready Home located in a wonderful neighborhood near La Grande Park! This 3 BR home boasts loads Of updates! This custom gourmet kitchen has Silestone Counters, Maple Cabinetry, Subzero Ref/Freezer, Fisher Paykel double drawer dishwasher, under counter lights, S/S/S, pullout drawers with ample storage! Home Boasts Spacious Rooms, HWF, Woodbur Fp, Bay Window W/Seat in Dr. Renovated Powder Rm and Main Bath. Full Bath Has Steam Shower and Jetted soaking tub. Great fin. basement has W/W, laundry, toilet and storage. Detached 2 car tandem garage is finished, insulated w/heat, flooring and storage loft! Wrap-around deck in rear overlooks private-fenced-in yard. Close to train, thriving downtown, top schools, Houses of Worship, JCC, YMCA, and more!"
40001660,26 Chetwood Ter,7023,FANWOOD,NJ,40.632425,-74.385818,NA,3,1,1480,5662,1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,"With attention to detail and quality, this exquisite home could be yours! Charming colonial on tree lined street Trex Deck, Formal Dining Room, Living Room with fireplace"
40001663,14 Chetwood Ter,7023,FANWOOD,NJ,40.6321,-74.386135,NA,3,2,1080,5662,1950,NA,NA,NA,NA,Gas,Baseboard,Dining room,NA,NA,NA
40001664,4 Kempshall Ter,7023,FANWOOD,NJ,40.631432,-74.38569,NA,3,2,1224,5390,1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beautiful and Well maintained home. Cozy Living room with Fireplace, formal Dining room, 3 Bedrooms and two full baths close to town, NYC train and Scotch Plains-Fanwood's Great Schools."
40001667,22 Kempshall Ter,7023,FANWOOD,NJ,40.631784,-74.385227,NA,3,3,NA,6599,1921,NA,3,NA,Garage - Detached,Gas,Baseboard,"Dining room, Family room, Laundry room, Library, Master bath, Walk-in closet",NA,NA,NA
40001669,30 Kempshall Ter,7023,FANWOOD,NJ,40.63207,-74.384948,NA,3,1.5,1144,6969,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,"House beautiful w/lots of updates:refinished hardwood floors, pretty neutral decor, fenced back yard, landscaping, bessler stairs to attic storage, ceiling fans, kitchen flr, refrigerator w/ice maker."
40001671,42 Kempshall Ter,7023,FANWOOD,NJ,40.632382,-74.384645,NA,4,2.5,2300,8276,2006,NA,2,NA,Garage - Attached,Gas,Baseboard,Dining room,NA,SCOTH PLAINS/FANWOOD,"NO PETS. Built in 2006, this CH colonial has Superior basement walls, 2 car attached garage, paved double wide driveway, BB hotwater heat, CA, high efficiency furnace. Gorrmet eikit boasts oak cabinet many w/ pull out drawers, pantry convection microwave, self cleaning gas oven, double door refrig. Formal DR w/ bay, FR and LR are anchored by a cozy warm FP. Hardwood floors up and down, tiled foyer entry, second floor laundry, MBR suite includes private bath complete w/ jacuzzi tub.  L shaped hallway space upstairs has office phone jack and cable.  Cable TV available fios and fiber optics, washer and dryer included. Nice backyard, less than 1 mile to Fanwood train station, shoppes and fine restaurants. Tenant pays all utilities, snow removal and lawn maintenance."
40001674,64 Kempshall Ter,7023,FANWOOD,NJ,40.632953,-74.384082,NA,3,1,972,9583,1930,NA,2,NA,Garage - Attached,Gas,NA,Dining room,NA,NA,"This beautiful 3 bedroom Cape Cod features a wood burning fireplace in living room, hardwood floors, renovated kitchen in 2013, over-sized backyard, spacious 2 car garage. Close to schools and NYC transportation."
40001679,27 Gere Pl,7023,FANWOOD,NJ,40.632105,-74.384447,NA,3,1.5,1858,8416,1950,NA,NA,NA,Garage - Attached,Gas,NA,NA,NA,NA,"AN ABSOLUTE ""MUST SEE"" HOME IN FANWOOD! SPACIOUS AND UPDATED MOVE-IN READY. FANTASTIC LOCATION-Quite tree lined cul -de-sac street, in a highly desirable neighborhood. Convenient to everything: town, schools, parks, shopping NYC transportation! This special home boasts: 3 bedrooms, 1 full bath, 1 half bath. The open floor plan is a perfect layout for comfortable living. This one of a kind home features: a foyer entry, freshly painted rooms, hardwood floors, formal living room, formal dining room, eat-in kitchen, updated main bath w/ stall shower and soaking tub, family room w/ new carpet and built in, powder room, recreation room, laundry/utility/ storage room, attached one car garage and so much more! The fenced in backyard is perfect for outdoor relaxing or entertaining. Come See"
40001680,25 Gere Pl,7023,FANWOOD,NJ,40.631921,-74.384629,NA,3,2,1624,8276,1952,NA,2,NA,Garage - Attached,Gas,Baseboard,"Walk-in closet, Family room, Dining room",NA,NA,"Beautiful and updated split in quiet cul-de-sac location. Great entry foyer leading to spacious family room with lovely ceramic floors. Open and airy floor plan boasting formal living and dining room with gleaming hardwood floors. New kitchen features custom cabinets, granite countertop, tiled backsplash, stainless steel appliances. Updated full bath with double granite vanity sink. New plumbng and electric service. Mostly recess lights and newer windows. Interior freshly painted. Large backyard - perfect for summer enjoyment. Hardwood floors in all bedrooms. Close to schools, NYC train, downtown, shopping and all major highways. Absolutely move-in-condition. Pleasure to show. Don't wait - be the next proud owner of this warm and loving home!!"
40001684,11 Gere Pl,7023,FANWOOD,NJ,40.631416,-74.385131,NA,2,1,1147,5227,1952,2017,2,NA,"Garage - Attached, Off-street",Gas,Forced air,"Breakfast nook, Dining room, Family room, Laundry room, Office, Recreation room, Walk-in closet",NA,NA,NA
40001686,603 Terrill Rd,7023,FANWOOD,NJ,40.631178,-74.38537,NA,3,1,1089,5227,1953,NA,2,NA,Garage - Attached,Gas,Forced air,NA,NA,NA,NA
40001689,621 Terrill Rd,7023,FANWOOD,NJ,40.630827,-74.384711,NA,4,2.5,1919,7649,1992,NA,2,NA,Garage - Attached,NA,NA,"Dining room, Family room, Laundry room, Master bath",NA,NA,NA
40001696,26 Gere Pl,7023,FANWOOD,NJ,40.631667,-74.384155,NA,2,1,1080,12196,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charming and pristine cape cod style residence set on manicured 100x120 property with great expansion potential. Spacious living room boasting hardwood flooring and sunny picture window. Formal dining room opens to a lovely Florida room. Large eat-in kitchen with abundance of wood cabinetry and views of the yard. Lower level offers a finished recreation room. Two bedrooms and one full bath complete the home.Amenities include central air conditioning, attached garage and walk-up second floor (room for two additional bedrooms).Close proximity to town and commuter transportation. Coles Elementary School District."
40001698,39 King St,7023,FANWOOD,NJ,40.631675,-74.383649,NA,3,3,1601,11325,1950,NA,NA,NA,Garage - Attached,Gas,Baseboard,NA,NA,NA,"A surprise waits for you in this lovely Colonial that has been completely renovated and updated from top to bottom in 2014. The generous vestibule with wall closet opens to the living room. Here, a high ceiling imparts an airy ambiance which is enhanced by a picture window, floor-to-ceiling stone fireplace and gleaming hardwood floors. Step up to the charmingdining room with hardwood floors, crown molding and double corner windows. Accessed from either both the living room and dining room, the enclosed porch with door to the deck offers an idyllic spot to relax and enjoy the views. The nearby new kitchen provides you with granite counters, stainless steel appliances, handsome cabinetry, tile floor  backsplash, crown molding, new powder room, washer  dryer closet and entry to the basement or backyard. Equally as lovely, the second floor boasts a spacious master bedroom with a wall of closets, two more sizable bedrooms and an updated full bath. Adding to your usable space is a full basement with family room, exercise room, full bath with stall shower and a walk-out to the backyard. The private backyard is a delight, featuring an in ground pool, a sparkling waterfall, a fire pit you can grill on, and a paver patio. Meant to entertain in style, or relax and enjoy a perfect staycation at home. There's much to be appreciated in this charming, ready to move in home."
40001702,51 King St,7023,FANWOOD,NJ,40.632081,-74.383237,NA,4,3,2076,13939,1950,NA,2,NA,"Garage - Attached, On-street",NA,NA,"Breakfast nook, Dining room, Family room, Laundry room, Master bath, Mud room, Office, Sun room, Walk-in closet",NA,NA,"     It is time to plant your roots!  This classic and charming Dutch colonial is graciously set on one of FanwoodÆs picturesque tree lined streets.  This well cared for home boasts two floors of expanded living.  As you walk in the front door you are immediately met with the warm, yet spacious first floor family room which boasts a grand fireplace.  Beautiful French doors bring you to a large bedroom/playroom/office, which also includes an enormous full bathroom. Through the family room you can access the cozy kitchen, which opens up to a generous dining room. Alongside the dining room you will find a sun filled breezeway.    There are 4 generously sized bedrooms in this home.  The impressive master suite along with its sizable master bath, is truly an oasis that will allow you to escape the everyday.   Along with the expansive second floor master, you will find two considerable bedrooms and a large and updated full bath.  This home not only has full car garage, it has a substantial backyard that will allow you to enjoy gatherings or relax in the privacy provided by the tall canopy of trees.  Make this Home your HOME SWEET HOME!"
40001709,76 Cray Ter,7023,FANWOOD,NJ,40.634271,-74.385254,NA,4,2,NA,5662,1935,NA,NA,NA,Garage - Detached,Gas,Forced air,Dining room,NA,NA,NA
40001712,92 Cray Ter,7023,FANWOOD,NJ,40.634612,-74.384929,NA,4,1.5,1538,5502,1928,NA,2,NA,Garage - Detached,NA,NA,NA,NA,NA,"English Colonial boasting Sunny Living Room/Fireplace, Lg Dining Rm/2 corner cabinets and chair rail, Kitchen/breakfast nook and pantry, powder room, Master BR/window seat and 2 closets. Large 3rd floor bedroom, w/walk-in closet, and study area. Garage is currently used as an exercise gym. Coles School, minutes to NYC transportation, parks and vibrant downtown Fanwood. A must see!"
40001714,106 Cray Ter,7023,FANWOOD,NJ,40.635008,-74.384552,NA,3,2,NA,10999,1930,NA,NA,NA,NA,Gas,NA,NA,NA,NA,"Stunning Tudor on double lot w/ tasteful updates and amenities throughout,New'Power' windows '09,High Eff boiler '10,Updated kitchen w/ skylit dining area,built in cabinetry and enclosed porch(10x13) from LR"
40001721,109 Chetwood Ter,7023,FANWOOD,NJ,40.634998,-74.384067,NA,3,2,2000,5502,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Looking for a short term rental? This house will be available to rent Now-August. Three bedrooms, finished basement, family room off kitchen, private fenced in BY. Near town and NYC transportation."
40001746,115 Coriell Ave,7023,FANWOOD,NJ,40.634203,-74.382312,NA,3,2,NA,6969,1953,NA,NA,NA,Garage - Attached,Gas,Forced air,Dining room,NA,NA,NA
40001751,103 Coriell Ave,7023,FANWOOD,NJ,40.633902,-74.382612,NA,3,2,1634,7405,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warm and Inviting Move-In Cond Home in Great Location! Close To Train, Park and Heart Of Fanwood. Boasts: Spacious Rooms,Hwf Thruout, Updated Cac and Furn '04, Kit W/ Butcher Blk Counters (W/Potential As"
40001763,101 King St,7023,FANWOOD,NJ,40.633358,-74.381354,NA,3,3,1609,32670,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charming 3 BR/3 BA cape set on close to 3/4 acre of property. Beautifully refinished oak floors, freshly painted interior., Fabulous gourmet kitchen features a Bertazonni gas stove/oven, top of the line SS appliances, granite counter-tops and center island w/built-in microwave. Inviting living rm. boasts custom-designed Brazilian cherrywood flr. inlay, wood-buring fireplace and bay window. Separate Dining room includes built-in china cabinet. First flr. private spaces include full bath w/tub, spacious bedroom and smaller bedroom/office. Master bedroom w/sitting area, full bath and office complete the second flr."
40001766,125 King St,7023,FANWOOD,NJ,40.633259,-74.380397,NA,4,2,1986,8610,1960,NA,2,NA,Garage - Attached,Gas,Forced air,"Dining room, Laundry room, Family room, Office, Sun room, Recreation room",NA,NA,NA
40001767,131 King St,7023,FANWOOD,NJ,40.633332,-74.380161,NA,4,2,1621,9546,1956,NA,2,NA,"Garage - Attached, Off-street","Gas, Wood / Pellet",Forced air,"Dining room, Family room, Laundry room, Master bath, Pantry, Recreation room, Workshop",Quiet and friendly,Scotch Plains Fanwood,"Charming cape colonial with many extra amenities including custom wood blinds, crown molding, and chair rail.  Adorable and well maintained... Move Right IN! "
