zpid 	 street 	 zipcode 	 city 	 state 	 latitude 	 longitude 	 price 	 bedrooms 	 bathrooms 	 finishedSqFt 	 lotSizeSqFt 	 yearBuilt 	 yearUpdated 	 numFloors 	 view 	 parkingType 	 heatingSources 	 heatingSystem 	 rooms 	 homeDescription 	 neighborhood 	 schoolDistrict 
40002128	58 Shady Ln	07023	FANWOOD	NJ	40.641815	-74.374562	NA	3	1.5	1173	10018	1956	NA	NA	NA	NA	Electric	Baseboard	Office, Laundry room, Dining room	NA	NA	Cape cod style home with close proximity to downtown Fanwood and NYC transportation as well as the excellent top rated schools. Many updates are throughout the home. A neutral color palette. Hardwood floors. Open living room and dining room flow easily into the kitchen which has been renovated including granite countertops, stainless steel Kitchen Aid appliances, white cabinets and tile floor with a door leading to a deck and patio overlooking a large backyard.  Updated main bathroom and 2 nice size bedrooms on the main level. The 2nd floor features a 3rd bedroom with charming nooks and shelving.  Potential to make a 4th bedroom that is  already framed. Full finished basement features a family room and a powder room, separate laundry room and storage.  CAC.Exterior vinyl siding.
40002134	2062 Princeton Ave	07023	FANWOOD	NJ	40.64147	-74.373938	NA	4	1.25	1950	8250	1960	2006	2	Territorial	Garage - Attached	Gas	Forced air	Dining room, Family room, Laundry room	NA	NA	NA
40002136	2074 Princeton Ave	07023	FANWOOD	NJ	40.641143	-74.37427	NA	4	3.0	2500	8398	1960	2012	2	NA	Garage - Attached, Off-street	NA	NA	Dining room, Family room, Laundry room, Master bath, Recreation room, Walk-in closet	NA	NA	NA
40002137	2080 Princeton Ave	07023	FANWOOD	NJ	40.640943	-74.374458	NA	4	3.0	2124	7896	1961	NA	2	NA	Garage - Attached	Gas	Forced air	NA	NA	NA	Spacious and Bright 4 bedroom home on a cul de sac. Newly painted inside with wood floors, large den leading to a beautiful patio and in ground pool set on a wooded and private backyard with many mature plantings. Very close to elementary school, downtown and transportation. Nothing to do but put your own personal touch and move in . Bonus room behind the two car oversize garage has many possibilities- can be used as office/gym/hobby room/workshop. There is also a green house with electric service.Newer roof, siding, windows. POOL AREA MUST BE KEPT LOCKED. AGENTS, PLEASE BE VERY CAREFUL!
40002148	61 Daniel Pl	07023	FANWOOD	NJ	40.639305	-74.376266	NA	4	3.0	2133	NA	1987	NA	NA	NA	NA	NA	NA	Office, Family room, Dining room	NA	NA	This beautiful home offers a great opportunity to own a Colonial on a quiet cul-de-sac. Large kitchen with ample cabinets opens to family room. 2 car attached garage. Spacious back yard. Walk to downtown fanwood, NYC train and bus. Nearby parks and elementary school. The tax assesment has been lowered to $85000 as of 1/1/2013.
40002152	15 Roosevelt Ave	07023	FANWOOD	NJ	40.639283	-74.375302	NA	3	3.0	1800	4791	1937	NA	NA	NA	NA	NA	NA	NA	NA	NA	Charming newly constructed 3 bedroom, 3 bath Colonial home located in the heart of Fanwood. Property features a formal LR, DR, EIK, MSTR suite, home office/bonus room, basement and more!
40002154	71 Trenton Ave	07023	FANWOOD	NJ	40.63908	-74.375166	NA	3	1.0	1188	7305	1950	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ranch style features 3 BRS, 1 Bath, newly painted interior, wood laminate floors, newer windows, new kitchen range, and much more. Elementary school at end of street. To be sold in as is condition.
40002155	57 Trenton Ave	07023	FANWOOD	NJ	40.638943	-74.3753	NA	4	2.0	2100	5001	1943	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
40002159	49 Trenton Ave	07023	FANWOOD	NJ	40.638391	-74.375842	NA	4	1.5	950	7405	1954	NA	NA	NA	NA	Gas	NA	Dining room	NA	NA	NA
40002163	19 Trenton Ave	07023	FANWOOD	NJ	40.637767	-74.376472	NA	4	3.0	1850	7875	1971	2010	2	NA	Garage - Attached	Gas	Forced air	Family room, Master bath, Dining room	NA	NA	NA
40002170	8 Saville Row	07023	FANWOOD	NJ	40.637962	-74.376947	NA	4	2.0	2800	15246	1905	2014	3	None	Off-street, On-street	Gas	NA	Dining room, Laundry room, Master bath, Office, Workshop, Walk-in closet	NA	NA	Unique historic Estate house ......http://circaoldhouses.com/property/saville-estate-home/............sunny arts crafts colonial, mason set stone and stucco exterior Approx. 2800 s.f. 4BD 2 BA, LR with wood-burning fireplace box beam ceiling Owner NJ Real Estate Licensee Full front porch. Updated double pane windows. Living room with fireplace, box beam ceiling and stained glass window. Den off LR with coffered ceiling and French pocket doors. Kitchen updated 2 years ago, Bosch appliances. Brick wall in the kitchen. Two updated full baths. Upstairs bath is very large, big enough for a piece of furniture. Three bedrooms on the second floor, 4th bedroom on 3rd level. Lots of closets. Windows galore! Short walk to Fanwood train station. One block to elementary school.
40002175	18 Saville Row	07023	FANWOOD	NJ	40.638856	-74.376018	NA	3	3.0	1982	19035	1960	2007	3	NA	Garage - Attached	Gas	Forced air	Family room, Laundry room, Master bath, Mud room, Sun room, Walk-in closet	NA	NA	Situated at the end of a quiet cul-de-sac this amazing property is 1 block away from McGinn Elementary School. It offers a recent Kitchen/Family Room addition with a wood-burning fireplace. The kitchen boasts a center island. The appliance package includes a single Thermador electric oven, a gas stovetop range, a warming drawer and a built-in microwave. The Master Suite was enhanced in 2004 to include a walk in closet and a sumptuous Master Bath with 2 sinks, a 6' soaking tub, a separate shower and many amenities. The hall bath and powder room were also renovated in 2004. The property is nothing short of amazing. The deck was replaced in 2015 and is a perfect place to entertain. The 6 person Sundance Altimar HotTub is included in the sale!
40002183	3 Saville Row	07023	FANWOOD	NJ	40.63794	-74.377818	NA	4	1.75	1098	7875	1960	2008	3	NA	Garage - Attached, Off-street	Gas	Forced air	Dining room, Laundry room, Recreation room, Walk-in closet, Mud room	NA	Scotch Plains Fanwood	New kitchen 2008 w/ granite counter tops, updated baths & refinished hardwood floors. New windows 2009.

Neighborhood Description

Borough of Fanwood web site:  http://www.visitfanwood.com/borough/

40002185	68 Shady Ln	07023	FANWOOD	NJ	40.642485	-74.374028	NA	3	1.5	1482	7701	1953	NA	2	None	Garage - Attached	Gas	Baseboard	Dining room, Family room, Laundry room, Recreation room, Mud room	NA	NA	NA
40002190	78 Shady Ln	07023	FANWOOD	NJ	40.643312	-74.373169	NA	3	2.0	2200	7840	1958	2016	2	NA	Garage - Attached	Gas	Baseboard, Radiant	Dining room, Family room, Laundry room, Master bath, Mud room, Office	NA	NA	Ground entry split level in desirable neighborhood. Close to train station and bus stop to NYC.Family room and unfinished basement, Eat-in-kitchen. Hard wood floors.
40002191	80 Shady Ln	07023	FANWOOD	NJ	40.643511	-74.372979	NA	3	1.5	1530	10000	1960	2005	NA	NA	Garage - Attached	Gas	Baseboard	Dining room, Office, Family room, Laundry room	NA	NA	NA
40002192	233 S Martine Ave	07023	FANWOOD	NJ	40.636666	-74.375972	NA	4	1.0	1152	7405	1960	NA	NA	NA	Garage - Detached	NA	NA	NA	NA	NA	NA
40002195	8 Washington Ave	07023	FANWOOD	NJ	40.637243	-74.37625	NA	2	2.0	2200	5000	1984	NA	NA	NA	Garage - Detached	Gas	Forced air	NA	NA	NA	NA
40002196	14 Washington Ave	07023	FANWOOD	NJ	40.637025	-74.376014	NA	4	1.5	1694	10001	1984	NA	NA	NA	NA	NA	NA	NA	NA	NA	WELL KEPT BI-LEVEL HOME. 4BDRMS DININGRM & EAT IN KITCHEN, FINISHED BSMT, FAMILYRM, CENTRAL AIR/HEAT, LAWN SPRINKLER SYSTEM, PLAYGROUND, NEW PAINT
40002198	239 S Martine Ave	07023	FANWOOD	NJ	40.636553	-74.375854	NA	3	1.5	1550	3676	1960	NA	2	NA	Garage - Attached	Gas	Baseboard	Dining room	NA	NA	Spacious bi-level home with 3 bedrooms and 1.5 bathroom. Immaculate hardwood floors throughout. Take a few steps up and enter into a formal living and dining room. Newer eat-in-kitchen with granite counter tops, recessed lighting and plenty of cabinet space. 2 bedrooms can be found on the main floor; master bedroom with recessed lighting. Renovated full bathroom. The ground floors offers a family room with sliding doors to patio; perfect place to unwind after a long day. The third bedroom is on the ground floor along with a powder room and laundry/utility room. Fenced-in back yard with a paver patio. Attached 1 car garage with driveway. Close to shopping and schools. A must see!!
40002203	1 Jefferson Ave	07023	FANWOOD	NJ	40.638059	-74.375452	NA	4	2.0	1608	5000	2015	2015	2	NA	Garage - Attached	Gas	Forced air	Dining room, Family room, Laundry room	NA	NA	COMPLETELY renovated 2015 - NEW appliances-granite counter tops-fresh paint. NEW elec & plumb. Your home-superior craftsmanship, quality materials & tasteful finishing selections. Hot water is INSTANT hot TANKLESS. 2 ALL new bathrooms, NEW kitchen, NEW floors. This distinctive home has a 2nd fl deck overlooking the yard.
40002204	48 Trenton Ave	07023	FANWOOD	NJ	40.638169	-74.375347	NA	3	1.5	1104	4791	1940	NA	NA	NA	NA	Gas	Forced air	NA	NA	NA	3 bedrooms, 2 full baths Colonial, Need work, Home being sold as is condition Walk to NYC train and lovely downtown Fanwood. Close to Middle School, YMCA, shopping and major highways. Purchase is in "As Is" condition.
40002205	54 Trenton Ave	07023	FANWOOD	NJ	40.638344	-74.375225	NA	3	2.0	1954	7950	1952	NA	2	None	Garage - Attached	NA	NA	Dining room, Family room, Laundry room, Office	NA	NA	Colonial Cape Cod
40002206	550 4th Ave	07027	GARWOOD	NJ	40.656381	-74.329676	NA	3	2.0	2080	7499	1902	NA	NA	NA	NA	Gas	NA	Dining room	NA	NA	Turn of the century multi family home with a total of 3 bedrooms and 2 full baths. Unit 1 has 2 bedrooms, total of five rooms and over 1000 square feet. Unit 2 has 1 bedroom, total of four rooms and also over 1000 square feet. Kitchen and baths previously updated. Walking distance to shops, restaurants and bus line. less than 7 miles to Elizabeth
40002207	546 4th Ave	07027	GARWOOD	NJ	40.656049	-74.329451	NA	6	3.0	2300	12000	1924	NA	3	Park	Off-street	NA	NA	NA	NA	NA	NA
40002208	540 4th Ave	07027	GARWOOD	NJ	40.65677	-74.329362	NA	1	1.0	800	43560	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEW CONSTRUCTION 2012...GORGEOUS 1st Floor Apt!  10' Ceilings, Large Maple Kitchen w/Granite Tops and Eating Area Overlooking Fabulous 1 acre Yard! Imported Tile Bath w/Large Shower Stall and Washer/Dryer, Hwd Flrs, Huge BR w/2 Lrg Closets. Lrg Sunny Windows,  Use of; 1 Acre Yard, Fire Pit, Gardens, Deck, BBQ and Bsmt. Front and Rear Entrances, Off Street Parking.  NEW EVERYTHING Incl; Insulation, Walls, Windows, Doors, Trim,  Kitchen, Bath, High Efficiency Heating and Central Air, Electric, Plumbing, Security System and Wet Sprinkler Systems...WOW...GORGEOUS APARTMENT! All Appliances Included, Fios Super Hi Speed Internet and Full Cable TV w/Premium Channels available / $100.Per Mo.. Loads of Storage, Peaceful, Quiet and Very Sunny Home!  2 Blocks to; NYC Bus and Train, Shop Rite  NO PETS! NO SMOKING!
40002217	411 Union St	07027	Garwood	NJ	40.656675	-74.3276	NA	4	3.0	2820	8538	1925	NA	NA	NA	Garage - Attached	Gas	Baseboard	NA	NA	NA	NA
40002220	15 Liberty Ct	07027	GARWOOD	NJ	40.656571	-74.328315	NA	3	2.5	2104	9583	1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOCATION,LOCATION,LOCATION! IMMACULATE ONE OWNER COLONIAL SITUATED ON A CUL DE SAC. 3 BEDROOMS, 2.5 BATHS, FORMAL DINING ROOM, BEAUTIFUL KITCHEN, FAMILY ROOM W/ VAULTED CEILING & WOODBURNING FIREPLACE ,NEW ROOF, TOO MANY EXTRA'S TO LIST...THIS IS A MUST SEE HOME!
40002223	506 4th Ave # 508	07027	Garwood	NJ	40.656291	-74.327705	NA	2	2.0	1689	6708	1924	NA	NA	NA	NA	NA	NA	Laundry room, Dining room	NA	NA	Bright & sunny porch, 2 bedrooms, Eat-in-Kitchen, Living Room, Dining Room, HWFs, CAC, freshly painted, ample closet space. Trash included.One car Garage. Close to train & shopping. Second bathroom in basement. Laundry Rm in Basement. Tenants supply own washer and dryer. NO PETS. NO SMOKERS PLEASE- Tenant is responsible for snow removal. Tenant has use of fenced yard, driveway and garage. Refrigerator included.
40002228	530 4th Ave	07027	GARWOOD	NJ	40.656232	-74.328604	NA	4	1.5	NA	10628	1905	NA	3	NA	Off-street	Oil	Radiant	NA	NA	NA	NA
40002230	402 Union St	07027	GARWOOD	NJ	40.656496	-74.327086	NA	3	2.0	NA	4792	1949	NA	NA	NA	NA	NA	NA	NA	NA	GARWOOD	Incredibly charming colonial cape cod is much larger than it looks. Located on a quiet, dead-end street in Garwood's northside on the Westfield border, this home features beautiful hardwood floors, an open floor plan, updated eat-in kitchen and two full bathrooms, newer windows, a three-season Florida room with a handicap chairlift and easy access to the oversized attached garage. If that weren't enough, spacious bedrooms make a wonderful retreat with walk-in closets which can accommodate a king size wardrobe! Envision a wonderful recreation room in the basement. This unfinished space awaits your personal design. It's a great project and will enhance and maximize your living space. Beautiful flowering trees in spring and lush greenery delight the landscape and complement this lovingly cared for home. Make it yours today!
40002231	408 Union St	07027	GARWOOD	NJ	40.656691	-74.327075	NA	3	2.0	6098	11587	1946	2012	2	NA	Garage - Attached	Gas	Baseboard	Dining room, Family room, Laundry room, Master bath, Workshop, Sun room, Walk-in closet	NA	NA	Expanded cape. Beautiful Curb appeal in the front back and both sides.  the grounds are kept up beautifully.  We have a sprinkler system too, and a shed in the back of the yard (corner).  One of the best streets in Garwood, it's beautiful and on a dead end!  House - 3 bedrooms, First floor has 2 bedrooms both with crown molding.  1st floor full back has crown molding too.  The living room has beams across the ceiling.  We replaced our 1 tiny window to a new bay window.  Kitchen is not your typical Cape.  Renovated the kitchen and moved around the plumbing to have better flow. Had a flower box window installed over the sink. We actually have a dining room table in here with a built in hutch.  Not typical of a Cape.  Upstairs Master is huge the whole width of the house with an on suite done in travertine.  Shower has 2 built in shelves, plus a built in bench.  Walk in closet in cedar. Basement 1/2 finished - Large TV Room with surround sound and a full wet bar w/6 stools.  The whole area is done in oak, walls and bar.  The other half is a work area and Laundry room.  Off the kitchen there is a screened in porch that we use about 10 months a year.  there are 2 doors off of the porch, 1 to the garage, and one to our L shaped deck, 33ft x 12ft deck, and an extra 90 sq feet on top of that.  New windows, new bathrooms, new roof, new furnace, new hot water heater, hardwood floors, newly renovated kitchen. Central air and gas heat, brand new front porch with new railings.  We are a quick walk to NJ Transit bus and train. We have great memories of living here - Family and Friends.  We are going to really miss it, but we need to downsize now.  Great neighbors, what more can you ask for?  I hope you find our house as warm and welcoming as we do.  Lot is 11,587 sq ft.

40002232	418 Union St	07027	GARWOOD	NJ	40.656922	-74.327062	NA	3	2.0	1536	10367	1947	NA	2	NA	Garage - Attached	Oil	Radiant	Dining room, Family room, Sun room	NA	NA	Lovely to look at and delightful to live in, this traditional 4 bedroom, 2 bath Cape Cod is a home you'll enjoy for years to come. Its gentle charm reflects years of quality care beginning at the curb with the lush landscaping, continuing along the exterior with vinyl-siding, replacement windows, and newer roof. The gleaming hardwood floors, freshly painted interior and generously sized rooms make it a pleasure to arrange furniture. Enjoy preparing meals in the bright eat-in kitchen which overlooks the deck and yard. A convenient three-season room between the kitchen and attached garage add to the ease and enjoyment of the home. An unfinished basement with high ceilings and outside entrance awaits your ideas for reaching its full potential. There are plenty of closets throughout, storage space for the things we treasure, and a shed in the backyard. Nestled on a quiet street a short distance from town & train, here's a home where all you have to do is move in, relax, and enjoy life!!
40002236	476 4th Ave	07027	GARWOOD	NJ	40.656279	-74.326225	NA	3	2.0	1311	4008	1971	NA	2	NA	Garage - Attached	NA	NA	Dining room, Family room, Laundry room	NA	NA	NA
40002238	309 Maple St	07027	GARWOOD	NJ	40.655135	-74.329903	NA	4	4.0	1600	4791	1956	NA	2	NA	Garage - Attached	Gas	Forced air	Dining room, Family room, Master bath	NA	NA	NA
40002240	506 3rd Ave	07027	GARWOOD	NJ	40.65492	-74.329945	NA	3	1.5	1625	4791	1959	NA	NA	NA	NA	NA	NA	NA	NA	NA	Brand new renovations make this home sparkle!  The spacious rooms and 3 levels of living offer many possibilities.  Located in a desirable cul-de-sac, this home is steps to NYC train and bus.
40002241	461 4th Ave	07027	GARWOOD	NJ	40.65547	-74.329491	NA	4	3.0	2526	7405	1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	BEAUTIFULLY AND TOTALLY REDONE TOP TO BOTTOM, IN AND OUT. 4 BEDROOM, 3 BATH, CUSTOM CAPE. FULLY FINISHED BASEMENT FAMILY ROOM. TOP OF THE LINE STAINLESS AND GRANITE EAT IN KITCHEN WITH CENTER ISLAND. MAGNIFICENT PROFESSIONALLY LANDSCAPED CORNER PROPERTY, 2 CAR DETACHED GARAGE. GLEAMING HARDWOOD FLOORS, SUN FILLED BREAKFAST ROOM WITH SLIDERS TO WRAP AROUND TREX DECK.
40002242	457 4th Ave	07027	GARWOOD	NJ	40.655494	-74.329314	NA	2	2.0	1931	7405	1956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40002247	439 4th Ave	07027	GARWOOD	NJ	40.655615	-74.328427	NA	1	1.0	860	7501	1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	Conveniently located, charming, well maintained 1 bedroom cottage! Great alternative to apartment living. Private lot with large yard, carport, and 2 large storage sheds. Attic storage. No pets.  Non-smoker. Landlord responsible for lawn maintenance. Tenant responsible for utilities and snow removal.
40002259	404 3rd Ave	07027	GARWOOD	NJ	40.655342	-74.32685	NA	3	1.5	2900	4098	1920	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
40002270	448 3rd Ave	07027	GARWOOD	NJ	40.655162	-74.328685	NA	3	NA	3234	7405	1940	2014	NA	NA	NA	NA	NA	NA	NA	NA	LANDLORD TO PAY REALTOR FEE ON THIS S-P-A-C-I-O-U-S PET FRIENDLY, 2-Level, 3 Bedroom apartment in well maintained 2-Family home. Just a walk to shopping and the Train Station this year unit includes washe/dryer.
40002282	309 4th Ave	07027	GARWOOD	NJ	40.654541	-74.325807	NA	3	2.5	2228	7405	1985	NA	NA	NA	NA	NA	NA	NA	NA	NA	Colonial set on quiet cul-de-sac, Custom Kitchen with built ins, center island great for entertaining, custom sliders lead to new trex deck, family room with wood burning F/P cathedral ceiling. High basement easy to finish.
40002283	305 4th Ave	07027	GARWOOD	NJ	40.656165	-74.324286	NA	4	3.5	NA	6978	1989	NA	NA	NA	Garage - Attached	Gas	Baseboard	Dining room, Master bath	NA	NA	MAGAZINE QUALITY. BETTER THAN NEW CONSTRUCTION. HAS ALL THE EXTRAS INCLUDING SHINY HARDWOOD FLOORS 2005, 2000 CERAMIC TLE IN FOYER, HALL, & KITCHEN. CUSTOM WINDOW TREATMENTS & FIXTURES. PRECIOUS 3 RM APT IN BASEMENT W/FULL BATH. MANICURED PROPERTY W/30K IN NEW LANDSCAPING, FRESH PAINT, C OF O IN HAND.
40002285	321 Cedar St	07027	GARWOOD	NJ	40.656373	-74.323882	NA	4	2.0	1375	4791	1955	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spacious 4 BR Cape with great flow & lots of updates...newer windows, CAC, finished basement & powder room,fantastic family room, HWF, corner property w/driveway on cul-de-sac, plent of storage New owner must activate security system by paying monthly fee at new owner's own expense
40002303	304 Walnut St	07027	GARWOOD	NJ	40.655507	-74.326145	NA	3	1.5	1503	7405	1941	NA	NA	NA	NA	NA	NA	NA	NA	NA	Well Cared for Cape offering refinished Hardwood Floors, Freshly painted walls, 2 bedrooms on the first floor and 1 bedroom on second. Eat in Kitchen w/ access to garage. New carpet on second floor &amp;
40002307	513 3rd Ave	07027	GARWOOD	NJ	40.654351	-74.330215	NA	3	1.5	3234	7840	1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	Immaculate 3 Bdrm 1 1/2 bath Colonial w/gleaming hardwood floors on quiet dead end. Feat: LR; FDR; KIt open to Den w/sliders to deck and deep yard w/koi pond; and Rec Rm. Great value!
40002310	501 3rd Ave	07027	GARWOOD	NJ	40.654495	-74.32967	NA	3	1.0	1040	5662	1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	Curb appeal Galore, this charming home needs some updating and a little TLC. Perfect dead end and close to everything location. Third Bedroom is captured but has a closet. Gleaming hardwood floors. Wonderful property and yard. Westfield border and park
40002323	432 2nd Ave	07027	GARWOOD	NJ	40.654246	-74.327917	NA	4	1.5	1640	7405	1906	NA	NA	NA	NA	NA	Baseboard	Dining room	NA	NA	NA
40002334	224 Walnut St	07027	GARWOOD	NJ	40.655059	-74.32604	NA	4	1.0	1320	7405	1940	2015	2	NA	Garage - Detached, Off-street	NA	NA	Family room	NA	NA	Single Family Home Located on a  corner lot in Garwood. Across the street from garwood public school.TAXES $7,900RESIDENTIAL NEIGHBORHOOD - SAFEAdditional property info: http://www.forsalebyowner.com/listing/4-bed-Single-Family-home-for-sale-by-owner-224-Walnut-Street-07027/24006114?provider_id=28079
40002337	341 3rd Ave	07027	GARWOOD	NJ	40.65502	-74.325298	NA	4	1.0	1440	7501	1942	NA	NA	NA	On-street	Gas	Forced air	NA	NA	NA	Lovely 4 Br Cape with CAC on 1st Floor, window AC on 2nd Floor. Hardwood Flrs. Nice kitchen with good counter and cab. space. Bonus 60 inch TV , Surround Sound and Blue Ray speakers in Living Room!  Newer Paver Patio in large yard. Driveway fits 4 cars. Walk-out basement with washer and dryer. Pets allowed. Tenants must have renters' insurance. Tenant responsible for first $100 of repairs.
40002338	337 3rd Ave	07027	GARWOOD	NJ	40.655044	-74.325121	NA	3	1.0	NA	7501	NA	NA	NA	NA	NA	Gas	NA	NA	NA	NA	Lots of potential in this charming cape on a quiet street convenient to everything. Being sold strictly AS IS, with buyer responsible for any municipal approvals.
40002343	219 Cedar St	07027	GARWOOD	NJ	40.655379	-74.323686	NA	5	2.0	1752	1698	1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40002345	211 Cedar St	07027	GARWOOD	NJ	40.655127	-74.32357	NA	5	2.0	2408	10018	1964	NA	2	NA	NA	NA	NA	NA	NA	NA	TAXES REDUCED!!! As of January 1st 2014 the total assessment on this house is be reduced to $105,900. That should reduce the property taxes by about $3,000., Fabulous Mother/Daughter with fully independent 2nd floor living area with separate entrance. Total of 5 bed/2 bath plus a finished basement. Features HWF, multi-zone heat and fenced yard with gazebo. This home is beautifully landscaped with a patio and storage shed. It has a Full Basement with 4 rooms; 3 are finished to include a large family room and home office. The home features large rooms, lots of closets and many updates. It is very close to shopping, schools, restaurants and NJ Transit bus and train service.
40002354	210 Walnut St	07027	GARWOOD	NJ	40.654621	-74.326078	NA	3	2.5	NA	4321	1902	NA	NA	NA	Garage - Attached	NA	NA	Dining room, Master bath	NA	NA	Totally renovated home. Spacious 3 BD 2 1/2 bath.
Beautiful fixtures with Gorgeous Hardwood Floors.
Close proximity to good schools and center of town.
Backyard with Patio

Tenant is responsible for all utilities.
40002361	125 Walnut St	07027	GARWOOD	NJ	40.653574	-74.326384	NA	3	1.0	999	5001	1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	New windows, carpeting, furnace, hot water heater. Wall A/C & refrigerator as is. i block to NY transportation.
40002369	339 2nd Ave	07027	GARWOOD	NJ	40.65405	-74.32493	NA	4	2.0	1720	3750	1902	NA	NA	City	On-street	Oil, Gas	Radiant	NA	NA	NA	2-Family residence located near all major public transportaion.  Clean, safe, desirable neighborhood with access to all major and local transportation.  Easy walking access to surrounding shopping and dinning areas.  
40002372	5 Cedar St	07027	GARWOOD	NJ	40.654288	-74.323385	NA	2	1.0	714	5001	1957	NA	2	NA	Garage - Attached	Electric	NA	NA	NA	NA	Single family Cape Cod
40002374	310 North Ave	07027	GARWOOD	NJ	40.653844	-74.323533	NA	2	1.0	NA	8756	1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	Charming 2 bedroom ready to move in. Seperate entrance with vestibule, Eat in Kitchen, built-ins, and nice sized living room. Tenant pays gas (for cooking) and electricity.  NO PETS. Occupancy ASAP. Laundry facilities on premesis.  Off street parking is available.  Landlord pays heat, water, trash removal, and snow removal. Conveniently located, this apartment is in between Cranford and Westfield where there is an abundance of shopping, dining and entertainment.  NYC transportation is less than one block away.  Please note this is a small two bedroom.
40002375	336 North Ave	07027	GARWOOD	NJ	40.653786	-74.324821	NA	NA	NA	3276	2613	1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	Major Price Reduction ! Two Unit Retail/Apartment Building for Sale incls 3,276 sq ft, 1st floor Restaurant with Tenant, and 2nd floor 2 BR Apt., with EI Kitchen, LR, Laundry Room, Wood Floors and Rear
40002384	212 4th Ave	07027	GARWOOD	NJ	40.657211	-74.321118	NA	3	1.0	1306	6098	1929	2007	2	NA	Garage - Detached	Gas	Forced air	Breakfast nook, Dining room, Family room, Laundry room, Master bath, Workshop	NA	NA	You'll feel right at home when you enter the foyer of this lovely Colonial.  The spacious living room gets lots of natural light and flows into the formal dining room which opens to a large deck for easy entertaining. You'll love the updated Kitchen and Breakfast room which boasts wood cabinetry, granite countertops, and stainless steel appliances.  The second floor consists of three bedrooms and an updated bath with tub/shower. The back deck overlooks a patio and yard.  The detached garage is great for storage and may fit a small car.  Great location close to school, town and train.
40002388	230 4th Ave	07027	GARWOOD	NJ	40.657112	-74.321844	NA	4	3.5	2500	7501	1954	NA	3	NA	Garage - Attached	NA	NA	NA	NA	NA	NA
40002391	248 4th Ave	07027	GARWOOD	NJ	40.65698	-74.322376	NA	4	2.0	1344	4225	1948	1995	NA	NA	NA	NA	NA	NA	NA	NA	NA
40002392	250 4th Ave	07027	GARWOOD	NJ	40.656898	-74.322521	NA	4	1.5	1344	3484	1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	Quaint and charming 4 bedroom cape that needs some TLC and updating. Fantastic close to everything location, park like yard and Breezeway. A cinch to make this house your home. Being sold  "AS IS"
40002395	89 5th Ave	07027	GARWOOD	NJ	40.657751	-74.320221	NA	4	2.0	1808	7501	1949	2000	2	NA	NA	NA	Forced air	NA	NA	NA	NA
40002399	73 5th Ave	07027	GARWOOD	NJ	40.657836	-74.319601	NA	2	1.0	NA	8999	1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mint. cond. 2nd flr. apt. w/2 Brs. and l Ba.,Kitchen, w/microwave, stove, and refrigerator. LR. Laundry room w/washeranddryer in apt. Tenant has partial use of attic for storageand back porch. A must see! Dead end street, Great Location - close to everything.
40002408	80 4th Ave	07027	GARWOOD	NJ	40.657396	-74.319761	NA	4	3.0	2860	6969	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	New 2012 Custom Built Center Hall Colonial nearing completion! This is a "Must See" 2860 Sq Ft home for all buyers wanting a new home priced under $500K! Features include; 9' ceilings, huge 2 story center hall, gigantic/open kitchen and family room, 1st floor office/den or bedroom with attached full bath, 2 high efficiency heating and central air units, 2 Rennai Tankless hot water heaters, master suite with huge walk-in closet and full bath, a private rear entrance to the huge basement which can easily become an In-Law suite...has roughed full bath and laundry hook ups too! All this and located on a quiet dead end street close to K-8th, parks, and NYC bus and trains! Hurry, won't last!
40002409	86 4th Ave	07027	GARWOOD	NJ	40.65737	-74.319947	NA	5	2.0	1668	9147	1955	NA	NA	NA	NA	NA	NA	NA	NA	NA	A quiet tree-lined no-outlet street is where you'll find this lovely hm featuring 5 Brms, Updt Kit w/lrg brakfst rm, delightful prch opens to deck and beautiful backyard, sunny Lr, and 2 full baths
40002420	247 4th Ave	07027	GARWOOD	NJ	40.65644	-74.322361	NA	4	3.0	NA	5998	1926	2010	2	NA	Garage - Detached, Off-street	Gas	Radiant	Breakfast nook, Dining room, Family room, Laundry room, Mud room, Office, Pantry, Recreation room, Workshop	NA	NA	NA
